Customer_ID,Age,Gender,Region,Income_Level,Coat_Type,Units_Sold,Price_per_Unit,Revenue,Cost_per_Unit,Total_Cost,Profit,Profit_Margin_%,High_Margin
90,33,Female,Scotland,43182.0,Waterproof Jacket,1,235.51,235.51,142.05,142.05,93.46,39.68,1
91,62,Other,Midlands,46769.0,3-in-1 Jacket,3,90.95,272.85,52.77,158.31,114.54,41.98,1
92,35,Other,South East,39845.0,Fleece,2,89.36,178.72,61.67,123.34,55.38,30.99,0
93,64,Other,South West,19655.0,Waterproof Jacket,1,111.85,111.85,67.28,67.28,44.57,39.85,1
94,41,Other,North East,43388.0,3-in-1 Jacket,1,234.61,234.61,172.33,172.33,62.28,26.55,0
95,43,Other,North West,26727.0,Fleece,3,168.4,505.2,96.97,290.91,214.29,42.42,1
96,42,Female,Wales,23290.0,3-in-1 Jacket,2,213.95,427.9,131.29,262.58,165.32,38.64,1
97,62,Female,North East,31165.0,Softshell,2,118.73,237.46,66.6,133.2,104.26,43.91,1
98,58,Female,North East,30966.0,Softshell,4,163.34,653.36,112.81,451.24,202.12,30.94,0
99,46,Female,London,29950.0,3-in-1 Jacket,4,140.91,563.64,102.62,410.48,153.16,27.17,0
100,32,Other,Midlands,47737.0,Fleece,3,220.73,662.19,149.47,448.41,213.78,32.28,0
101,62,Other,North West,55118.0,Waterproof Jacket,2,83.84,167.68,61.84,123.68,44.0,26.24,0
102,18,Other,South West,21309.0,Down Jacket,3,121.45,364.35,69.92,209.76,154.59,42.43,1
103,42,Male,Northern Ireland,28112.0,Waterproof Jacket,4,105.94,423.76,60.13,240.52,183.24,43.24,1
104,24,Female,London,36427.0,Down Jacket,3,226.06,678.18,162.24,486.72,191.46,28.23,0
105,26,Female,North East,31113.0,Down Jacket,3,159.48,478.44,115.0,345.0,133.44,27.89,0
106,41,Other,North East,38994.0,Fleece,1,148.72,148.72,106.51,106.51,42.21,28.38,0
107,18,Female,North West,44160.0,3-in-1 Jacket,1,156.41,156.41,111.02,111.02,45.39,29.02,0
108,61,Female,North West,42494.0,Waterproof Jacket,1,245.23,245.23,152.64,152.64,92.59,37.76,1
109,25,Other,North West,41097.0,3-in-1 Jacket,4,224.55,898.2,133.27,533.08,365.12,40.65,1
110,41,Male,North East,51591.0,Softshell,3,200.08,600.24,147.21,441.63,158.61,26.42,0
111,28,Male,Wales,19111.0,Fleece,1,129.38,129.38,79.1,79.1,50.28,38.86,1
112,68,Male,South East,49801.0,Fleece,1,108.08,108.08,68.06,68.06,40.02,37.03,1
113,34,Other,North East,30870.0,Softshell,1,236.64,236.64,163.26,163.26,73.38,31.01,0
114,25,Female,London,42851.0,Waterproof Jacket,4,151.92,607.68,92.47,369.88,237.8,39.13,1
115,52,Other,Midlands,24703.0,Softshell,4,127.39,509.56,90.93,363.72,145.84,28.62,0
116,52,Other,South West,25915.0,Waterproof Jacket,3,160.06,480.18,90.27,270.81,209.37,43.6,1
117,50,Female,Northern Ireland,41621.0,Down Jacket,3,236.03,708.09,167.17,501.51,206.58,29.17,0
118,22,Male,South West,15713.0,Fleece,3,145.8,437.4,97.74,293.22,144.18,32.96,0
119,59,Male,North East,44894.0,Waterproof Jacket,1,175.65,175.65,116.74,116.74,58.91,33.54,0
120,56,Other,London,47600.0,3-in-1 Jacket,2,216.5,433.0,138.92,277.84,155.16,35.83,1
121,58,Male,North East,36778.0,3-in-1 Jacket,4,152.61,610.44,92.39,369.56,240.88,39.46,1
122,45,Other,Midlands,36418.0,Fleece,1,119.7,119.7,76.94,76.94,42.76,35.72,1
123,24,Other,Wales,26664.0,Softshell,1,249.07,249.07,159.41,159.41,89.66,36.0,1
124,26,Female,Northern Ireland,41744.0,Softshell,3,242.62,727.86,161.77,485.31,242.55,33.32,0
125,25,Female,Midlands,38477.0,Waterproof Jacket,3,223.39,670.17,135.44,406.32,263.85,39.37,1
126,29,Female,North East,25785.0,Softshell,1,197.02,197.02,111.42,111.42,85.6,43.45,1
127,51,Other,London,31085.0,Fleece,4,130.13,520.52,75.35,301.4,219.12,42.1,1
128,50,Female,Midlands,33407.0,Waterproof Jacket,4,235.28,941.12,162.3,649.2,291.92,31.02,0
129,65,Male,Scotland,31072.0,Down Jacket,1,126.84,126.84,70.33,70.33,56.51,44.55,1
130,40,Male,London,21371.0,Softshell,2,216.14,432.28,155.9,311.8,120.48,27.87,0
131,41,Other,Wales,41990.0,Softshell,2,236.1,472.2,162.64,325.28,146.92,31.11,0
132,54,Other,North East,32565.0,Waterproof Jacket,4,182.51,730.04,128.42,513.68,216.36,29.64,0
133,52,Female,North West,35154.0,3-in-1 Jacket,3,216.52,649.56,155.29,465.87,183.69,28.28,0
134,61,Other,Northern Ireland,29217.0,Softshell,2,214.59,429.18,123.29,246.58,182.6,42.55,1
135,57,Other,South East,39753.0,Fleece,2,112.84,225.68,80.62,161.24,64.44,28.55,0
136,39,Male,North West,36987.0,Softshell,3,193.55,580.65,125.99,377.97,202.68,34.91,0
137,44,Male,North East,47128.0,Down Jacket,2,95.89,191.78,69.72,139.44,52.34,27.29,0
138,52,Female,Scotland,39806.0,Softshell,1,166.33,166.33,120.97,120.97,45.36,27.27,0
139,18,Other,North West,32973.0,3-in-1 Jacket,2,107.58,215.16,59.69,119.38,95.78,44.52,1
140,52,Other,Northern Ireland,27603.0,Softshell,3,150.78,452.34,94.47,283.41,168.93,37.35,1
141,54,Male,London,43660.0,Waterproof Jacket,1,221.61,221.61,145.22,145.22,76.39,34.47,0
142,64,Other,Scotland,32174.0,Softshell,2,247.82,495.64,169.92,339.84,155.8,31.43,0
143,31,Male,Scotland,33283.0,3-in-1 Jacket,4,134.05,536.2,81.4,325.6,210.6,39.28,1
144,20,Female,Midlands,33280.0,Waterproof Jacket,1,170.43,170.43,102.33,102.33,68.1,39.96,1
145,18,Male,Northern Ireland,30984.0,Fleece,1,166.92,166.92,104.53,104.53,62.39,37.38,1
146,22,Other,North West,33455.0,Waterproof Jacket,4,242.25,969.0,157.51,630.04,338.96,34.98,0
147,43,Female,Midlands,54262.0,Down Jacket,4,161.36,645.44,119.44,477.76,167.68,25.98,0
148,31,Male,Scotland,24522.0,Waterproof Jacket,2,198.85,397.7,139.68,279.36,118.34,29.76,0
149,56,Male,Midlands,26855.0,Fleece,2,236.7,473.4,150.51,301.02,172.38,36.41,1
150,44,Female,South West,48843.0,Softshell,3,143.47,430.41,80.47,241.41,189.0,43.91,1
151,26,Female,Northern Ireland,31252.0,Waterproof Jacket,3,233.36,700.08,136.21,408.63,291.45,41.63,1
152,32,Male,Wales,30494.0,Waterproof Jacket,1,235.97,235.97,151.3,151.3,84.67,35.88,1
153,32,Other,London,45349.0,Waterproof Jacket,4,238.21,952.84,169.79,679.16,273.68,28.72,0
154,43,Male,Scotland,20798.0,Waterproof Jacket,4,125.98,503.92,78.88,315.52,188.4,37.39,1
155,59,Female,Northern Ireland,43215.0,Fleece,3,148.06,444.18,97.38,292.14,152.04,34.23,0
156,30,Male,Wales,35456.0,3-in-1 Jacket,1,227.97,227.97,166.04,166.04,61.93,27.17,0
157,68,Female,Wales,39648.0,3-in-1 Jacket,1,141.06,141.06,103.36,103.36,37.7,26.73,0
158,49,Female,North East,39460.0,Waterproof Jacket,3,182.04,546.12,107.98,323.94,222.18,40.68,1
159,56,Other,Midlands,28720.0,Fleece,3,100.07,300.21,55.91,167.73,132.48,44.13,1
160,66,Female,Wales,45512.0,Fleece,3,89.57,268.71,54.73,164.19,104.52,38.9,1
161,69,Female,South West,29499.0,Waterproof Jacket,2,150.04,300.08,103.4,206.8,93.28,31.09,0
162,49,Other,Northern Ireland,39088.0,Down Jacket,1,178.42,178.42,132.07,132.07,46.35,25.98,0
163,21,Female,South East,47377.0,Waterproof Jacket,1,146.76,146.76,82.98,82.98,63.78,43.46,1
164,47,Other,South East,48789.0,Down Jacket,1,178.22,178.22,99.04,99.04,79.18,44.43,1
165,54,Other,Scotland,32329.0,Waterproof Jacket,3,167.56,502.68,121.79,365.37,137.31,27.32,0
166,40,Female,Midlands,39631.0,Down Jacket,3,196.57,589.71,137.53,412.59,177.12,30.04,0
167,56,Female,Wales,31405.0,Down Jacket,3,190.42,571.26,142.52,427.56,143.7,25.15,0
168,62,Male,Northern Ireland,60038.0,Waterproof Jacket,3,152.12,456.36,95.74,287.22,169.14,37.06,1
169,32,Other,Scotland,42801.0,Down Jacket,4,152.25,609.0,96.41,385.64,223.36,36.68,1
170,60,Male,North West,35841.0,Softshell,3,103.93,311.79,60.74,182.22,129.57,41.56,1
171,46,Female,Wales,38126.0,3-in-1 Jacket,2,167.25,334.5,95.86,191.72,142.78,42.68,1
172,53,Male,Midlands,39071.0,Fleece,4,179.82,719.28,119.71,478.84,240.44,33.43,0
173,30,Other,South East,39367.0,Down Jacket,4,161.0,644.0,100.28,401.12,242.88,37.71,1
174,49,Male,North East,32600.0,Down Jacket,3,135.37,406.11,76.63,229.89,176.22,43.39,1
175,24,Other,Northern Ireland,31057.0,Fleece,1,202.68,202.68,147.43,147.43,55.25,27.26,0
176,68,Female,London,33481.0,Down Jacket,3,92.69,278.07,54.66,163.98,114.09,41.03,1
177,39,Female,Scotland,23603.0,Fleece,1,235.45,235.45,164.75,164.75,70.7,30.03,0
178,45,Other,Northern Ireland,42183.0,Waterproof Jacket,3,83.51,250.53,50.64,151.92,98.61,39.36,1
179,19,Female,Northern Ireland,26983.0,Softshell,3,243.6,730.8,173.58,520.74,210.06,28.74,0
180,59,Female,South West,24400.0,Softshell,1,158.6,158.6,90.99,90.99,67.61,42.63,1
181,62,Female,North West,34856.0,3-in-1 Jacket,1,150.15,150.15,105.29,105.29,44.86,29.88,0
182,23,Female,Wales,33699.0,Down Jacket,1,123.6,123.6,70.41,70.41,53.19,43.03,1
183,45,Other,Wales,37496.0,3-in-1 Jacket,1,81.71,81.71,52.24,52.24,29.47,36.07,1
184,45,Male,Midlands,29318.0,Waterproof Jacket,2,126.71,253.42,88.29,176.58,76.84,30.32,0
185,61,Male,London,31075.0,Softshell,1,98.6,98.6,57.65,57.65,40.95,41.53,1
186,61,Female,London,41921.0,Waterproof Jacket,3,192.17,576.51,116.67,350.01,226.5,39.29,1
187,37,Male,Midlands,41312.0,Waterproof Jacket,3,134.24,402.72,97.05,291.15,111.57,27.7,0
188,47,Male,North East,40895.0,Down Jacket,2,210.42,420.84,152.98,305.96,114.88,27.3,0
189,28,Female,Wales,35340.0,Waterproof Jacket,1,115.18,115.18,64.38,64.38,50.8,44.1,1
190,45,Female,North East,36689.0,Softshell,3,233.04,699.12,136.01,408.03,291.09,41.64,1
191,42,Male,Northern Ireland,37304.0,3-in-1 Jacket,2,168.91,337.82,96.87,193.74,144.08,42.65,1
192,56,Other,Northern Ireland,28440.0,Softshell,3,99.47,298.41,58.28,174.84,123.57,41.41,1
193,50,Female,South East,49740.0,Down Jacket,2,148.14,296.28,110.22,220.44,75.84,25.6,0
194,18,Other,London,48316.0,Softshell,2,115.15,230.3,76.04,152.08,78.22,33.96,0
195,44,Male,South East,42942.0,Fleece,4,113.95,455.8,73.34,293.36,162.44,35.64,1
196,69,Female,North West,30741.0,3-in-1 Jacket,4,166.08,664.32,124.04,496.16,168.16,25.31,0
197,30,Other,Midlands,40391.0,Fleece,1,194.22,194.22,128.46,128.46,65.76,33.86,0
198,58,Female,Midlands,44784.0,Fleece,4,234.98,939.92,160.31,641.24,298.68,31.78,0
199,20,Male,Northern Ireland,22768.0,Down Jacket,2,165.37,330.74,101.96,203.92,126.82,38.34,1
200,56,Other,Wales,51945.0,Waterproof Jacket,3,244.19,732.57,152.97,458.91,273.66,37.36,1
201,23,Male,North East,17606.0,Fleece,3,240.08,720.24,160.59,481.77,238.47,33.11,0
202,25,Male,London,42046.0,Softshell,1,227.06,227.06,128.05,128.05,99.01,43.61,1
203,44,Female,South East,49533.0,Waterproof Jacket,4,165.0,660.0,99.19,396.76,263.24,39.88,1
204,26,Other,North East,33869.0,Softshell,1,103.95,103.95,61.26,61.26,42.69,41.07,1
205,54,Male,South East,33495.0,Softshell,2,117.04,234.08,64.74,129.48,104.6,44.69,1
206,50,Male,North West,41677.0,Waterproof Jacket,4,190.1,760.4,124.97,499.88,260.52,34.26,0
207,68,Other,North West,53519.0,Waterproof Jacket,1,151.7,151.7,100.46,100.46,51.24,33.78,0
208,59,Male,North East,32189.0,Softshell,3,104.96,314.88,65.79,197.37,117.51,37.32,1
209,61,Male,North East,27190.0,Down Jacket,3,161.43,484.29,97.46,292.38,191.91,39.63,1
210,41,Other,North East,30762.0,3-in-1 Jacket,1,82.96,82.96,56.45,56.45,26.51,31.96,0
211,32,Other,South East,19475.0,3-in-1 Jacket,1,204.76,204.76,118.13,118.13,86.63,42.31,1
212,49,Other,South West,43978.0,Down Jacket,1,92.51,92.51,60.48,60.48,32.03,34.62,0
213,49,Other,North East,29859.0,Waterproof Jacket,2,186.95,373.9,131.54,263.08,110.82,29.64,0
214,41,Female,Wales,32917.0,Softshell,2,214.81,429.62,125.2,250.4,179.22,41.72,1
215,58,Other,London,44096.0,3-in-1 Jacket,3,102.55,307.65,71.85,215.55,92.1,29.94,0
216,69,Female,London,31231.0,Softshell,2,168.17,336.34,118.08,236.16,100.18,29.79,0
217,66,Female,South East,42591.0,Down Jacket,2,212.44,424.88,119.39,238.78,186.1,43.8,1
218,66,Female,North East,24619.0,Softshell,4,124.31,497.24,68.84,275.36,221.88,44.62,1
219,69,Male,Northern Ireland,44587.0,Down Jacket,2,107.7,215.4,80.21,160.42,54.98,25.52,0
220,29,Female,Midlands,38419.0,Waterproof Jacket,4,137.26,549.04,80.8,323.2,225.84,41.13,1
221,56,Female,South West,34114.0,Down Jacket,2,174.3,348.6,124.52,249.04,99.56,28.56,0
222,19,Male,Wales,36309.0,Down Jacket,3,177.8,533.4,117.77,353.31,180.09,33.76,0
223,20,Male,Northern Ireland,22132.0,3-in-1 Jacket,1,102.25,102.25,61.65,61.65,40.6,39.71,1
224,66,Male,North West,36080.0,Softshell,3,157.79,473.37,90.89,272.67,200.7,42.4,1
225,54,Other,Northern Ireland,33583.0,3-in-1 Jacket,2,125.61,251.22,81.56,163.12,88.1,35.07,1
226,66,Male,South East,22406.0,Fleece,1,223.14,223.14,140.91,140.91,82.23,36.85,1
227,34,Male,South West,28289.0,Down Jacket,1,133.31,133.31,91.95,91.95,41.36,31.03,0
228,66,Female,Scotland,33708.0,Fleece,1,222.58,222.58,162.67,162.67,59.91,26.92,0
229,19,Male,Scotland,28927.0,3-in-1 Jacket,4,152.86,611.44,108.69,434.76,176.68,28.9,0
230,19,Other,North East,10879.0,Softshell,3,203.52,610.56,123.11,369.33,241.23,39.51,1
231,45,Male,North East,45764.0,3-in-1 Jacket,4,166.71,666.84,121.0,484.0,182.84,27.42,0
232,40,Other,South East,33579.0,Softshell,1,185.73,185.73,133.11,133.11,52.62,28.33,0
233,54,Male,North East,12260.0,Softshell,3,147.21,441.63,108.32,324.96,116.67,26.42,0
234,49,Male,Midlands,56350.0,Waterproof Jacket,3,210.6,631.8,135.15,405.45,226.35,35.83,1
235,50,Male,South West,47414.0,Down Jacket,2,152.28,304.56,107.16,214.32,90.24,29.63,0
236,18,Male,South East,31510.0,3-in-1 Jacket,4,157.77,631.08,105.44,421.76,209.32,33.17,0
237,36,Other,London,26575.0,Softshell,4,168.01,672.04,102.84,411.36,260.68,38.79,1
238,19,Other,North West,39032.0,3-in-1 Jacket,2,221.41,442.82,165.81,331.62,111.2,25.11,0
239,61,Female,South East,37023.0,3-in-1 Jacket,4,192.09,768.36,107.12,428.48,339.88,44.23,1
240,43,Other,South East,40421.0,Softshell,1,139.36,139.36,81.17,81.17,58.19,41.76,1
241,49,Male,Scotland,26604.0,Fleece,1,193.95,193.95,141.29,141.29,52.66,27.15,0
242,23,Female,Wales,45978.0,Down Jacket,4,189.21,756.84,106.36,425.44,331.4,43.79,1
243,49,Female,Wales,30265.0,Down Jacket,2,238.27,476.54,173.31,346.62,129.92,27.26,0
244,21,Female,Midlands,41808.0,Waterproof Jacket,3,223.04,669.12,154.58,463.74,205.38,30.69,0
245,28,Male,London,27031.0,Waterproof Jacket,4,190.07,760.28,105.93,423.72,336.56,44.27,1
246,34,Other,Scotland,61481.0,Waterproof Jacket,3,138.06,414.18,87.79,263.37,150.81,36.41,1
247,55,Male,London,41955.0,Down Jacket,2,212.53,425.06,148.96,297.92,127.14,29.91,0
248,41,Female,Midlands,63842.0,Fleece,3,177.79,533.37,118.52,355.56,177.81,33.34,0
249,22,Male,Wales,43276.0,Down Jacket,2,247.5,495.0,182.45,364.9,130.1,26.28,0
250,69,Male,South East,29385.0,Down Jacket,2,122.08,244.16,88.33,176.66,67.5,27.65,0
251,51,Other,North East,43294.0,Down Jacket,1,93.54,93.54,57.67,57.67,35.87,38.35,1
252,23,Other,North East,44006.0,Down Jacket,1,91.88,91.88,52.09,52.09,39.79,43.31,1
253,39,Female,Northern Ireland,38733.0,Fleece,2,188.81,377.62,139.5,279.0,98.62,26.12,0
254,28,Male,North West,41304.0,Waterproof Jacket,4,239.67,958.68,156.61,626.44,332.24,34.66,0
255,65,Male,Midlands,42617.0,3-in-1 Jacket,1,80.33,80.33,45.38,45.38,34.95,43.51,1
256,33,Other,North West,25063.0,Waterproof Jacket,2,203.38,406.76,145.07,290.14,116.62,28.67,0
257,50,Male,North West,24351.0,Waterproof Jacket,3,191.7,575.1,138.73,416.19,158.91,27.63,0
258,26,Male,Wales,27058.0,3-in-1 Jacket,3,204.49,613.47,138.62,415.86,197.61,32.21,0
259,23,Male,Wales,36275.0,Down Jacket,4,140.42,561.68,89.8,359.2,202.48,36.05,1
260,33,Other,South East,32768.0,Fleece,3,219.48,658.44,149.78,449.34,209.1,31.76,0
261,46,Female,Scotland,25244.0,Fleece,3,87.6,262.8,60.56,181.68,81.12,30.87,0
262,20,Female,Wales,42753.0,Waterproof Jacket,2,208.42,416.84,151.86,303.72,113.12,27.14,0
263,37,Male,North East,37830.0,3-in-1 Jacket,3,125.4,376.2,92.94,278.82,97.38,25.89,0
264,53,Female,North West,36689.0,Softshell,3,161.06,483.18,105.15,315.45,167.73,34.71,0
265,36,Other,Northern Ireland,32420.0,Down Jacket,3,219.85,659.55,156.03,468.09,191.46,29.03,0
266,43,Other,South West,31218.0,Waterproof Jacket,3,126.13,378.39,93.7,281.1,97.29,25.71,0
